id_cliente,nome,idade,genero,estado,renda_mensal,tipo_cliente,qtd_compras_ultimos_12m,ticket_medio,tempo_como_cliente,visitas_site_mes,reclamacoes_12m,satisfacao,churn,cluster,pca1,pca2,perfil_cliente
171,Valentim Farias,30,Masculino,MG,1200.0,Produto,49,382.16,58,7,1,2,1,2,2.9922256254609874,0.0612575582372425,Novatos em Potencial
172,Lívia Macedo,56,Feminino,CE,5780.51,Produto,10,289.81,10,14,2,4,0,3,-1.1596687780922532,-0.2799917552121975,"Alto Valor, Baixo Engajamento"
173,Otávio Rocha,61,Feminino,CE,6001.83,Serviço,56,182.69,60,27,1,5,0,2,3.2510578737995255,-0.44535900197945827,Novatos em Potencial
174,Vitória Aragão,22,Feminino,PR,1661.19,Serviço,28,365.2,31,18,1,1,0,1,0.8242269740546493,1.1114259189691444,Clientes em Risco
175,Sr. Ravi Fogaça,47,Feminino,RJ,3473.48,Produto,1,83.41,29,2,0,4,0,3,-0.8097158176451236,-2.487453686974214,"Alto Valor, Baixo Engajamento"
176,Maria Luísa Moura,57,Masculino,RS,4082.76,Produto,32,263.19,39,14,1,5,0,2,1.2255901927887418,-1.041712525194522,Novatos em Potencial
177,Agatha Ramos,38,Masculino,BA,2721.72,Serviço,30,332.13,39,14,0,2,0,1,1.1875107265300844,0.39256090672143595,Clientes em Risco
178,Thiago Farias,63,Masculino,DF,3696.33,Serviço,4,305.69,6,7,0,4,0,3,-1.5521421969475178,-0.8775345992895867,"Alto Valor, Baixo Engajamento"
179,Augusto Montenegro,51,Feminino,SP,3796.06,Produto,10,391.23,40,12,1,3,0,1,0.1495956721989063,0.27967357997893977,Clientes em Risco
180,Kamilly Moura,68,Feminino,PR,3553.32,Produto,41,592.06,41,3,0,4,0,2,1.8016849824169476,0.45880655350852406,Novatos em Potencial
181,Rael Carvalho,64,Masculino,BA,6154.14,Ambos,42,275.63,55,10,2,1,0,1,2.271468957232859,0.6449652934136767,Clientes em Risco
182,Nathan Moraes,37,Masculino,BA,5339.46,Produto,42,310.73,42,9,0,4,0,2,1.7928230858483805,-0.5168059951206672,Novatos em Potencial
183,João Guilherme Alves,70,Feminino,MG,5173.18,Produto,8,281.32,9,16,0,3,0,0,-1.2723983813420738,0.1278821017817528,Clientes Premium
184,Eloá Souza,31,Masculino,RJ,4760.3,Produto,15,313.65,22,4,1,1,0,1,-0.40281450153954884,0.32157746495171313,Clientes em Risco
185,Heloísa Silveira,50,Masculino,MG,4363.04,Ambos,34,261.71,50,21,1,3,0,2,1.775885477668066,0.21381402775342367,Novatos em Potencial
186,Pietro das Neves,56,Masculino,RS,1200.0,Produto,4,343.29,25,23,1,3,0,0,-0.6181922491666905,0.39597883613708756,Clientes Premium
187,Heitor da Rocha,46,Feminino,CE,4499.75,Ambos,18,456.13,40,7,0,4,0,2,0.5251735164243895,0.023672419279027773,Novatos em Potencial
188,Davi Miguel Cassiano,30,Feminino,DF,1258.42,Ambos,21,257.82,24,14,1,4,0,0,0.18093955333020229,-0.9988763424026597,Clientes Premium
189,Maria Liz Sá,51,Masculino,BA,5653.85,Ambos,5,273.71,27,27,0,3,0,0,-0.6908364931094324,0.7873480403651772,Clientes Premium
190,Emanuel Azevedo,53,Masculino,CE,6784.82,Ambos,6,311.47,60,9,1,1,1,1,0.5880441959224207,0.7815831388757651,Clientes em Risco
191,Dr. Théo Fogaça,50,Masculino,SP,5330.39,Produto,6,368.27,10,26,0,3,0,0,-1.3021508369906138,1.2404171941616366,Clientes Premium
192,Ayla Cavalcanti,44,Masculino,SP,5676.99,Serviço,3,250.17,4,12,1,5,0,3,-1.766917846633858,-1.045070401775891,"Alto Valor, Baixo Engajamento"
193,Dr. Nicolas Moura,38,Feminino,CE,5363.73,Ambos,6,329.79,60,25,0,2,1,1,0.7063840021321772,1.2949409073151121,Clientes em Risco
194,Davi Moreira,62,Feminino,SP,2817.22,Ambos,8,201.96,54,14,1,4,0,2,0.6424798406898433,-1.1951927970092318,Novatos em Potencial
195,Dr. Oliver da Luz,34,Feminino,RJ,8019.54,Produto,13,348.24,14,3,1,4,0,3,-0.9731215182229456,-0.36866365560216996,"Alto Valor, Baixo Engajamento"
196,Dra. Lunna Aparecida,21,Feminino,DF,7573.95,Serviço,13,246.64,16,2,0,2,0,3,-0.8918502314544399,-0.23770583988646027,"Alto Valor, Baixo Engajamento"
197,Bárbara Rodrigues,19,Masculino,RS,6513.98,Serviço,32,189.34,41,9,1,3,0,2,1.1640387125465186,-0.6605146734497216,Novatos em Potencial
198,Isabel Câmara,54,Masculino,DF,5826.87,Serviço,5,525.22,27,16,0,5,1,3,-0.6953021566007462,0.710922272557472,"Alto Valor, Baixo Engajamento"
199,Brenda da Luz,52,Feminino,BA,2883.23,Serviço,32,238.45,33,27,1,3,0,0,1.0698096209409882,0.3022507806189587,Clientes Premium
200,Sofia Moraes,34,Masculino,RJ,3218.31,Produto,1,30.0,48,11,1,3,0,0,-0.012553807069529974,-1.8829719355118162,Clientes Premium
201,Benjamim da Luz,67,Feminino,CE,5361.06,Produto,21,617.23,38,17,1,3,0,1,0.6061627245669695,2.0515480106250803,Clientes em Risco
202,Dra. Ana Cecília Teixeira,62,Masculino,PR,8564.33,Ambos,11,370.83,31,22,2,4,0,3,-0.35596644799513055,0.9630873727412691,"Alto Valor, Baixo Engajamento"
203,Sr. Miguel Moura,30,Feminino,DF,8764.05,Ambos,1,461.45,3,29,0,3,0,0,-1.9829772023621506,2.3537080097983134,Clientes Premium
204,Lara Cunha,48,Masculino,BA,5367.77,Ambos,1,312.01,17,9,1,3,0,3,-1.3362847722806446,-0.13684376763743744,"Alto Valor, Baixo Engajamento"
205,Emanuel Cavalcanti,35,Feminino,BA,10077.38,Serviço,5,362.87,8,23,0,3,0,3,-1.6659778568857238,1.5931602895245267,"Alto Valor, Baixo Engajamento"
206,Bella Cirino,29,Feminino,PE,4683.98,Produto,31,248.77,32,25,1,1,0,1,0.8842800725239476,1.2628610391873758,Clientes em Risco
207,Maya Castro,56,Feminino,PR,2975.79,Serviço,11,101.42,53,3,0,1,0,1,0.6973145766642663,-1.1868862300302814,Clientes em Risco
208,Thales da Paz,46,Feminino,BA,4540.24,Produto,27,375.38,39,11,0,3,0,2,0.9466206053141979,0.2524052355745818,Novatos em Potencial
209,Dr. Otávio Barbosa,57,Masculino,DF,4328.43,Serviço,8,500.28,28,2,0,4,0,3,-0.476899223747306,-0.060078289377342164,"Alto Valor, Baixo Engajamento"
210,Isis da Mota,69,Masculino,CE,2749.16,Produto,43,282.12,48,4,0,5,0,2,2.1919532620988726,-1.7069973363000133,Novatos em Potencial
211,Dra. Olivia Vasconcelos,20,Feminino,MG,1200.0,Produto,1,293.48,9,11,1,3,0,0,-1.4611110827015543,-0.6005865086636664,Clientes Premium
212,Miguel Câmara,61,Masculino,BA,8697.91,Produto,11,435.19,29,18,0,2,1,1,-0.4515415916385248,1.9043232619073076,Clientes em Risco
213,Lorenzo Silva,59,Masculino,DF,2965.62,Ambos,7,362.0,18,23,1,2,0,0,-0.8287959397726008,1.133399704925075,Clientes Premium
214,João Felipe Camargo,25,Masculino,CE,3401.78,Ambos,8,280.26,17,19,1,3,0,0,-0.8576349109881992,0.08288419948332647,Clientes Premium
215,Ravy Sampaio,30,Feminino,RJ,3644.87,Ambos,2,317.91,8,5,1,5,0,3,-1.5741365233659244,-1.3524647634332703,"Alto Valor, Baixo Engajamento"
216,Kamilly Castro,69,Masculino,MG,4770.31,Serviço,20,318.6,44,17,0,4,0,2,0.7897181854328437,-0.09183490459312589,Novatos em Potencial
217,Bárbara Cardoso,63,Feminino,MG,4934.49,Serviço,44,234.79,46,16,0,3,0,2,2.085397669705229,-0.1505987856481794,Novatos em Potencial
218,Maria Luísa Costela,33,Feminino,RJ,7777.16,Produto,31,30.0,51,14,0,5,0,2,1.4570681353433126,-1.9145639474796738,Novatos em Potencial
219,Dr. Luiz Otávio Fonseca,22,Feminino,RJ,7492.17,Ambos,12,51.19,20,16,0,3,0,3,-0.7586688888003918,-0.8811547918528729,"Alto Valor, Baixo Engajamento"
220,Júlia Lopes,26,Feminino,DF,5579.68,Produto,20,269.42,21,21,1,4,0,0,-0.1717333843656446,0.016094063289743138,Clientes Premium
221,Dra. Maria Alice Fogaça,58,Masculino,RJ,6666.45,Ambos,11,140.82,38,13,0,4,0,3,-0.03970306250319097,-1.1050398801144015,"Alto Valor, Baixo Engajamento"
222,Dr. Léo Costela,51,Feminino,DF,6871.36,Produto,4,452.59,10,29,0,4,0,0,-1.4556244233378708,1.6669729433735794,Clientes Premium
223,Oliver Marques,36,Feminino,RJ,3591.06,Produto,5,212.6,55,4,1,4,0,2,0.4637120432863209,-1.6683031838535953,Novatos em Potencial
224,Asafe Jesus,50,Masculino,BA,5197.49,Serviço,10,284.36,42,5,0,4,0,3,0.13325724042388112,-0.9868076068539415,"Alto Valor, Baixo Engajamento"
225,Davi Luiz Gonçalves,54,Feminino,SP,2555.74,Produto,0,385.56,3,20,0,3,0,0,-1.7804331662782378,0.634844883770707,Clientes Premium
226,Arthur Pimenta,49,Feminino,PE,6627.73,Serviço,40,187.15,57,15,2,3,0,2,2.235414575779021,-0.29953662704310197,Novatos em Potencial
227,Isadora Ferreira,37,Masculino,BA,2837.87,Serviço,2,373.91,30,14,0,3,0,0,-0.6186866284476779,0.1938726098361847,Clientes Premium
228,Arthur Sales,56,Feminino,PE,1660.44,Ambos,5,511.76,10,23,2,5,0,0,-1.1684285208286633,0.5985389517313571,Clientes Premium
229,Luigi Dias,26,Masculino,CE,3591.31,Serviço,23,130.98,49,10,0,3,0,2,1.1551885352477913,-1.3008194153445207,Novatos em Potencial
230,Milena Abreu,33,Feminino,MG,6512.7,Produto,1,130.44,10,27,0,4,0,0,-1.6397470038043036,-0.2904926344227689,Clientes Premium
231,Júlia Nascimento,70,Masculino,CE,1200.0,Ambos,18,503.57,21,24,0,2,0,1,-0.03687361007506116,1.7849037322449017,Clientes em Risco
232,Yasmin Dias,49,Masculino,RS,6943.65,Serviço,19,296.29,57,30,1,3,0,2,1.1950376650937684,1.2295036925942393,Novatos em Potencial
233,Sr. Asafe Azevedo,31,Feminino,CE,9310.48,Produto,22,380.67,38,15,0,4,0,2,0.4401024506208169,0.6839879438187979,Novatos em Potencial
234,Lunna Aparecida,36,Feminino,PE,5341.73,Ambos,0,277.92,35,4,1,5,0,3,-0.6736718255122628,-1.4805963473013726,"Alto Valor, Baixo Engajamento"
235,Maria Laura Pinto,41,Masculino,DF,3920.48,Produto,3,206.6,3,11,0,4,1,3,-1.7359759616778259,-1.1501816561118197,"Alto Valor, Baixo Engajamento"
236,Yan Nogueira,46,Masculino,BA,1740.81,Produto,35,366.22,49,4,0,5,0,2,1.8772079893618767,-1.3777997220302955,Novatos em Potencial
237,João Guilherme Nogueira,53,Feminino,BA,7058.31,Produto,24,356.71,24,16,0,1,1,1,0.07576756864214083,1.5887741568234564,Clientes em Risco
238,Ian Brito,69,Masculino,PE,8241.07,Produto,29,488.46,31,10,1,5,0,2,0.5694832486380883,0.46352418360077047,Novatos em Potencial
239,Théo Pacheco,57,Feminino,SP,4683.8,Serviço,19,396.79,48,22,0,4,0,2,0.9283057887675463,0.6315061526160163,Novatos em Potencial
240,Amanda Casa Grande,41,Feminino,SP,3750.36,Produto,21,303.13,22,18,0,3,0,0,-0.0012493756203698007,0.20585261351008874,Clientes Premium
241,Augusto Brito,56,Masculino,DF,4303.97,Ambos,16,323.83,31,23,0,1,0,1,0.09114311818090146,1.4835898580171045,Clientes em Risco
242,Dr. Pedro Henrique Montenegro,58,Feminino,RJ,3776.96,Ambos,39,131.2,47,4,0,5,0,2,1.8782919871982047,-2.42674813870368,Novatos em Potencial
243,Dr. Davi Miguel Santos,30,Masculino,CE,7682.62,Produto,1,193.95,2,13,0,4,0,3,-2.0510965412915256,-0.6500410898826071,"Alto Valor, Baixo Engajamento"
244,Asafe Freitas,65,Masculino,DF,3101.2,Ambos,3,615.89,47,17,2,3,0,1,0.146524045032493,1.7261770909803131,Clientes em Risco
245,Davi Nunes,42,Feminino,PR,6215.13,Serviço,5,117.7,21,17,0,3,0,0,-1.0084987440895037,-0.6179235643048441,Clientes Premium
246,Luiz Felipe Fogaça,57,Feminino,PR,10120.17,Ambos,12,288.47,31,17,0,3,0,3,-0.40450559841277567,0.7916410298492828,"Alto Valor, Baixo Engajamento"
247,Ana Julia Sousa,67,Feminino,PR,4295.65,Serviço,6,329.1,19,10,0,3,0,3,-0.9422927498030673,-0.1021852023892574,"Alto Valor, Baixo Engajamento"
248,Liz das Neves,36,Feminino,MG,4930.02,Produto,8,512.5,8,26,1,3,0,0,-1.2430583755332854,1.9990441167317126,Clientes Premium
249,Luiz Miguel Viana,36,Masculino,CE,6415.5,Ambos,2,232.5,3,11,1,5,0,3,-1.8985969920368517,-1.1168641154879249,"Alto Valor, Baixo Engajamento"
250,Srta. Aurora Cirino,31,Feminino,RS,6243.62,Serviço,13,111.57,13,4,0,2,0,3,-0.961823011306667,-1.0168494536141777,"Alto Valor, Baixo Engajamento"
251,Dra. Daniela Moura,33,Masculino,CE,2361.3,Produto,4,272.85,4,1,0,2,1,3,-1.5971043351127912,-0.7737510682362119,"Alto Valor, Baixo Engajamento"
252,Alícia Mendonça,24,Masculino,CE,5760.4,Produto,8,373.27,44,13,1,4,0,3,0.1192825790627742,0.05995578555777756,"Alto Valor, Baixo Engajamento"
253,Dr. José Miguel Correia,48,Feminino,RJ,6667.84,Ambos,12,355.1,42,10,0,3,1,3,0.18894853298067882,0.29920971699145277,"Alto Valor, Baixo Engajamento"
254,Mirella Moura,59,Masculino,MG,1946.9,Serviço,14,293.05,37,29,2,5,0,0,0.3639070593643061,-0.23583764761389966,Clientes Premium
255,Anna Liz Cunha,20,Masculino,PR,5859.24,Ambos,25,324.92,54,29,0,4,0,2,1.43707974510998,0.8070425480551372,Novatos em Potencial
256,Aylla Martins,20,Masculino,DF,6636.97,Serviço,1,316.06,1,29,0,5,0,0,-1.9777619158186577,0.48501396307170946,Clientes Premium
257,Milena Barros,51,Feminino,MG,2837.89,Ambos,8,426.38,32,8,3,2,1,1,-0.24184345877874852,0.5285274873342366,Clientes em Risco
258,Enzo Araújo,64,Masculino,RS,5056.64,Produto,20,303.57,30,0,0,4,0,3,0.1585845194431391,-1.1676463709104388,"Alto Valor, Baixo Engajamento"
259,Thomas da Mata,29,Feminino,RJ,2189.68,Ambos,40,360.12,40,16,0,3,0,2,1.7805195164647791,0.21868574682213518,Novatos em Potencial
260,Oliver Abreu,29,Masculino,PR,5444.27,Produto,7,242.55,9,0,0,3,0,3,-1.388763894801618,-1.0440459394433397,"Alto Valor, Baixo Engajamento"
261,Aurora Viana,39,Masculino,SP,4477.95,Ambos,18,316.2,20,8,0,4,0,3,-0.29639681531331674,-0.6605838113738912,"Alto Valor, Baixo Engajamento"
262,Luna da Cunha,60,Feminino,PR,7893.96,Produto,7,323.59,8,21,0,4,0,3,-1.4691651841849487,0.5890840119268553,"Alto Valor, Baixo Engajamento"
263,Maria Flor Silveira,62,Masculino,CE,6735.53,Produto,4,333.96,8,7,1,5,0,3,-1.6074985251548402,-0.7674873921777843,"Alto Valor, Baixo Engajamento"
264,Agatha Sá,65,Feminino,RS,6426.8,Serviço,23,305.64,39,24,2,4,0,2,0.6841180234446655,0.4797279876175512,Novatos em Potencial
265,Dr. João Vitor Monteiro,66,Feminino,DF,3965.42,Serviço,2,469.12,16,2,0,5,0,3,-1.2558826969433645,-0.6741392280682885,"Alto Valor, Baixo Engajamento"
266,Eloá Pires,50,Masculino,RS,6839.66,Serviço,9,337.66,13,10,2,5,0,3,-1.143037391263045,-0.5480724663901774,"Alto Valor, Baixo Engajamento"
267,Calebe Lima,63,Feminino,PE,8159.14,Produto,31,237.26,38,25,0,1,1,1,0.962832106211759,1.6041074593482152,Clientes em Risco
268,Srta. Nina Almeida,47,Feminino,SP,4399.28,Serviço,3,203.43,37,23,0,1,1,1,-0.3566644959409217,0.7935658384838757,Clientes em Risco
269,Eduarda da Conceição,65,Feminino,SP,2991.72,Produto,9,207.86,14,11,0,4,0,0,-0.938377956944571,-1.260501466131696,Clientes Premium
270,Sra. Lavínia Duarte,22,Feminino,PE,1200.0,Produto,30,155.11,60,5,1,4,0,2,2.063199178740343,-2.1717414762472296,Novatos em Potencial
271,Marcela Moraes,41,Feminino,DF,4668.55,Serviço,24,200.93,58,12,2,1,0,1,1.5299686481178287,0.13848176803029233,Clientes em Risco
272,Sr. Valentim da Cruz,26,Feminino,SP,2754.56,Produto,22,345.89,42,16,1,2,0,1,0.9020385862919029,0.5763486085582967,Clientes em Risco
273,Allana Moraes,66,Feminino,CE,5332.9,Serviço,1,359.09,2,17,1,3,0,0,-1.9112159220038207,0.6378710613518425,Clientes Premium
274,Yan da Paz,40,Masculino,SP,3724.52,Produto,4,236.28,10,1,0,5,0,3,-1.4158561544849768,-2.041763673382011,"Alto Valor, Baixo Engajamento"
275,Ana Liz Montenegro,33,Masculino,SP,6110.75,Produto,1,225.26,14,14,0,4,0,3,-1.485911651345315,-0.6216924804404051,"Alto Valor, Baixo Engajamento"
276,Lara Aparecida,33,Masculino,SP,7841.01,Serviço,2,231.51,48,17,1,3,0,3,-0.13417215457115642,0.15779414914833767,"Alto Valor, Baixo Engajamento"
277,Emilly Garcia,26,Feminino,BA,3895.55,Produto,18,375.95,33,18,0,4,0,0,0.29307408110085,0.19734335466531525,Clientes Premium
278,Daniela Viana,33,Masculino,MG,9714.75,Ambos,4,412.54,20,13,0,3,1,3,-1.2391139296119904,1.1867903582965948,"Alto Valor, Baixo Engajamento"
279,Ísis Aparecida,58,Masculino,DF,3774.42,Serviço,27,253.48,44,11,3,5,0,2,1.1739677637177919,-1.3349208616352477,Novatos em Potencial
280,Henry Gabriel Pimenta,38,Feminino,RS,6317.09,Serviço,26,541.22,45,12,0,2,0,1,1.0756697714965977,1.839943516381764,Clientes em Risco
281,Lucas Gabriel Teixeira,32,Masculino,DF,1502.91,Ambos,4,149.12,20,17,0,3,0,0,-0.8763187500759815,-1.0063706924917357,Clientes Premium
282,Bárbara Novaes,26,Feminino,BA,4933.75,Produto,7,515.35,25,20,0,1,0,1,-0.6300599163303957,2.4279222877691615,Clientes em Risco
283,Brayan Sales,23,Feminino,RJ,6389.52,Produto,12,172.7,35,21,0,4,1,0,-0.06876737069862966,-0.46092002365561036,Clientes Premium
284,Vitor Hugo Pastor,30,Masculino,PR,4967.15,Serviço,48,442.61,52,15,0,3,0,2,2.555656580807002,0.9413102533735953,Novatos em Potencial
285,Emanuelly Siqueira,18,Masculino,RS,7411.26,Produto,14,341.18,14,23,0,5,0,0,-0.8325288678235874,0.34976943928263987,Clientes Premium
286,Diego Teixeira,62,Masculino,CE,6363.78,Produto,13,521.6,39,17,0,3,0,1,0.17499288813773117,1.6245384684693298,Clientes em Risco
287,Catarina Araújo,52,Feminino,CE,5480.05,Produto,22,336.67,42,16,1,5,0,2,0.7805968554721014,-0.36783500952906073,Novatos em Potencial
288,Sarah Dias,66,Feminino,RS,5811.24,Ambos,20,385.8,54,10,1,3,0,2,1.1304442166778481,0.36281994608938467,Novatos em Potencial
289,Ana Cecília Montenegro,65,Feminino,PE,7017.04,Produto,0,483.8,10,9,1,2,1,3,-1.7287398125860403,1.4276751275841828,"Alto Valor, Baixo Engajamento"
290,Gabriela Freitas,54,Feminino,CE,4259.35,Serviço,15,199.97,54,8,1,4,0,2,0.9182774451239519,-1.3913124596621902,Novatos em Potencial
291,Heloisa Fernandes,47,Masculino,DF,5836.51,Ambos,11,348.05,11,4,0,4,0,3,-1.0925574863512215,-0.5674284531026862,"Alto Valor, Baixo Engajamento"
292,Jade Borges,59,Masculino,SP,5382.2,Produto,4,305.57,4,30,1,5,1,0,-1.6414623085139062,0.3396442338867543,Clientes Premium
293,Luiz Gustavo Andrade,44,Masculino,SP,6290.97,Produto,3,559.59,9,0,1,3,0,3,-1.5951760958810346,0.8067686960017361,"Alto Valor, Baixo Engajamento"
294,Manuela Pereira,57,Feminino,SP,5498.77,Ambos,39,489.29,41,0,1,1,0,1,1.5787688382482907,1.1507573860629086,Clientes em Risco
295,Vitória Rios,19,Feminino,PE,6215.79,Serviço,17,322.39,34,0,0,4,0,3,0.11357764152000781,-0.9370752847618409,"Alto Valor, Baixo Engajamento"
296,Oliver Souza,69,Masculino,DF,5351.09,Produto,11,349.02,59,16,0,2,1,1,0.9003693451045531,0.8555342872081981,Clientes em Risco
297,Bruno Cassiano,34,Feminino,RS,7147.26,Produto,22,176.82,53,2,0,3,0,2,1.0810831419641156,-1.1244632472567926,Novatos em Potencial
298,Kaique Vasconcelos,62,Masculino,SP,1380.08,Serviço,9,415.8,15,20,1,5,0,0,-0.7677477729961469,-0.1525126588783415,Clientes Premium
299,Maria Sophia da Rocha,23,Feminino,RJ,5734.2,Produto,12,236.9,26,1,0,4,0,3,-0.4528414341173275,-1.4031655301650081,"Alto Valor, Baixo Engajamento"
300,Liam Fonseca,49,Feminino,DF,8131.05,Serviço,27,292.11,55,18,1,5,0,2,1.4402708496067196,-0.18658989578594778,Novatos em Potencial
301,Pedro Lucas da Mota,20,Feminino,PR,2103.97,Ambos,6,36.14,15,8,0,1,1,1,-1.0486572361746425,-1.2923124238088062,Clientes em Risco
302,Gabriel da Costa,52,Feminino,PE,6297.27,Produto,2,418.48,37,0,0,5,0,3,-0.5286138247885954,-0.8338252386012046,"Alto Valor, Baixo Engajamento"
303,Giovanna Sousa,22,Feminino,MG,5487.6,Serviço,5,232.31,20,21,1,5,0,0,-0.9840466501613748,-0.633218200724595,Clientes Premium
304,Isis Pimenta,68,Feminino,RJ,6300.4,Serviço,5,288.1,45,1,0,1,1,1,-0.07352008483542195,0.12277731500328572,Clientes em Risco
305,Aylla Pinto,39,Feminino,CE,2545.48,Ambos,39,499.22,39,24,0,3,0,2,1.7128709223062772,1.5256336445467702,Novatos em Potencial
306,Jade Rios,49,Feminino,PE,4908.83,Serviço,11,329.2,15,13,1,2,0,1,-0.8680822077293644,0.578633581582385,Clientes em Risco
307,Srta. Camila Cardoso,23,Masculino,PE,2496.92,Produto,39,473.25,50,22,1,1,1,1,2.1457041796859917,2.0469498761248466,Clientes em Risco
308,Anthony Pastor,63,Feminino,PR,5685.45,Produto,40,354.81,51,10,2,3,1,2,2.0431805216522165,0.2183843855211087,Novatos em Potencial
309,Lara Cavalcante,46,Masculino,DF,3111.26,Produto,24,338.79,24,2,0,2,0,1,0.21904259472219145,-0.2517569565314896,Clientes em Risco
310,Dante Ramos,50,Feminino,BA,5393.04,Produto,3,385.08,27,17,1,1,0,1,-0.8022198137223899,1.564794076923382,Clientes em Risco
311,Leandro da Rosa,42,Masculino,RS,3647.22,Serviço,1,516.11,1,23,0,5,0,0,-1.8307790498485013,0.8667420271825819,Clientes Premium
312,Enzo Gabriel Viana,54,Masculino,MG,3518.34,Serviço,10,298.29,34,4,0,3,0,3,-0.1150737708338903,-0.7527002235872517,"Alto Valor, Baixo Engajamento"
313,Sra. Giovanna Siqueira,22,Feminino,RS,6681.29,Produto,6,221.69,11,15,0,4,0,3,-1.3733007944438598,-0.4974633170940397,"Alto Valor, Baixo Engajamento"
314,Josué Carvalho,64,Masculino,PE,4446.2,Serviço,31,296.95,41,14,0,2,1,1,1.234920661666209,0.4020120059124815,Clientes em Risco
315,Levi Brito,39,Feminino,MG,4095.39,Produto,39,30.0,54,14,0,3,0,2,2.158414148138706,-1.5315408431990554,Novatos em Potencial
316,Alícia Souza,37,Masculino,BA,7047.04,Ambos,19,168.76,21,15,2,3,0,3,-0.32456708996217254,-0.3328141653539431,"Alto Valor, Baixo Engajamento"
317,João Lucas Montenegro,36,Masculino,PE,3066.05,Serviço,44,294.27,48,10,0,3,0,2,2.243239636270688,-0.41742605524934057,Novatos em Potencial
318,Sr. André Mendonça,41,Masculino,CE,9804.05,Serviço,3,297.29,8,21,1,4,1,3,-1.7681158673347914,0.6637490365703181,"Alto Valor, Baixo Engajamento"
319,Sophie Mendonça,63,Masculino,CE,3247.36,Ambos,7,304.52,14,26,0,5,0,0,-0.9947869973254213,-0.17830100774287003,Clientes Premium
320,Leonardo Lima,26,Masculino,CE,2996.76,Produto,19,266.27,41,22,0,3,0,0,0.7056810290257485,0.12412901816293427,Clientes Premium
321,Rafael Araújo,56,Feminino,DF,6977.77,Serviço,25,374.8,31,17,0,1,0,1,0.4191697955657356,1.731748006205397,Clientes em Risco
322,Luiz Gustavo Macedo,56,Masculino,SP,7798.71,Produto,5,410.96,41,21,0,4,0,3,-0.22366433311242415,1.0050674403808857,"Alto Valor, Baixo Engajamento"
323,Thiago Leão,54,Feminino,RJ,8623.96,Produto,41,342.95,42,30,2,4,0,2,1.6537493746891192,1.3479716617044772,Novatos em Potencial
324,Sophia Melo,34,Feminino,DF,7099.11,Serviço,7,235.77,15,14,0,4,0,3,-1.1808139880474684,-0.43584901747165605,"Alto Valor, Baixo Engajamento"
325,Bianca da Cruz,27,Feminino,MG,5229.07,Serviço,0,414.02,23,13,1,5,1,3,-1.1096945698467762,-0.1648626253199205,"Alto Valor, Baixo Engajamento"
326,Ana da Paz,40,Masculino,CE,5802.69,Serviço,10,561.9,20,16,1,3,0,3,-0.7191789017982091,1.7442198638752413,"Alto Valor, Baixo Engajamento"
327,Isabelly Araújo,64,Feminino,BA,2936.85,Produto,28,236.48,45,1,1,5,0,2,1.2734603678119738,-2.1460293680216433,Novatos em Potencial
328,Ana Luiza Ribeiro,59,Masculino,DF,10930.02,Ambos,2,288.4,7,16,1,2,1,3,-1.9333623319832889,1.2521993769136952,"Alto Valor, Baixo Engajamento"
329,Maria Souza,45,Masculino,SP,2744.35,Ambos,7,367.71,30,5,1,4,0,3,-0.3813205979134989,-0.8038585991535967,"Alto Valor, Baixo Engajamento"
330,Ana Luiza Porto,65,Feminino,PR,7182.09,Serviço,12,286.71,40,12,1,1,1,1,0.07674157671379062,0.9203886387899562,Clientes em Risco
331,José Miguel Almeida,66,Masculino,PR,1271.34,Serviço,4,191.81,46,11,0,3,0,0,0.1726206820409305,-1.2095923566815532,Clientes Premium
332,Lavínia Câmara,60,Feminino,RJ,5448.9,Serviço,31,425.65,56,19,0,3,0,2,1.8273096603666878,1.1133426306648007,Novatos em Potencial
333,Matheus da Costa,40,Feminino,MG,4789.22,Serviço,14,513.7,23,29,2,4,1,0,-0.30945219954274295,1.7550277342803158,Clientes Premium
334,Gael Teixeira,38,Masculino,PE,6304.65,Produto,3,110.83,8,11,1,4,0,3,-1.6573442890381018,-1.404550773967437,"Alto Valor, Baixo Engajamento"
335,Raquel Andrade,56,Masculino,MG,7953.08,Produto,9,465.61,9,15,1,4,0,3,-1.3283359477109828,1.0151450072377268,"Alto Valor, Baixo Engajamento"
336,Marcela Pimenta,53,Masculino,BA,5988.06,Produto,7,331.28,11,10,0,5,0,3,-1.288029531234467,-0.6855903770199605,"Alto Valor, Baixo Engajamento"
337,Maria Luísa Montenegro,18,Feminino,PE,5647.6,Produto,8,265.02,32,30,0,4,0,0,-0.3235868580806142,0.5150554950422074,Clientes Premium
338,Maria Vitória Fogaça,61,Feminino,RS,6087.2,Ambos,26,255.53,32,15,0,2,0,1,0.5343798186276503,0.4351030137643539,Clientes em Risco
339,Caio Porto,36,Feminino,CE,1200.0,Produto,2,328.22,3,5,0,4,0,3,-1.6629606735919824,-1.1729140630725656,"Alto Valor, Baixo Engajamento"
340,Rhavi Costela,53,Feminino,DF,4275.12,Serviço,7,165.64,33,24,1,4,0,0,-0.3007467913157287,-0.5733727477193928,Clientes Premium
341,João Pedro Novaes,70,Feminino,RS,2410.64,Ambos,2,439.3,49,17,1,3,0,1,0.1859842256752909,0.6598752688539471,Clientes em Risco
